request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,project_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens
req_01kdx52vb1f1gva2j469xxpbjc,1767283715425,200,0.09887,0.851144,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,133,133,0,0,368
req_01kdx52tk9ea2tv544szswkrw5,1767283714665,200,0.105725,0.724496,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,307,307,0,0,248
req_01kdx52smsfks9ejxjd31pf38s,1767283713689,200,0.116157,0.936116,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,530,530,0,0,440
req_01kdx52rgfe9yaknd8mz2pxsq8,1767283712527,200,0.20425,1.125533,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,133,133,0,0,427
req_01kdx52qsme9w84qsvagefwfmt,1767283711796,200,0.106841,0.691051,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,299,299,0,0,246
req_01kdx52pp8f1885vn0v2x5z623,1767283710664,200,0.121413,1.090167,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,528,528,0,0,520
req_01kdx52m0we9nvqspp9epmensn,1767283707932,200,0.2019,2.697855,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,131,131,0,0,1257
req_01kdx52k8ef0zsgz615qtysntz,1767283707150,200,0.212429,0.746612,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,336,336,0,0,214
req_01kdx52j2ef0wtmfmmd55952yn,1767283705934,200,0.22593,1.179992,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,2638,2638,0,0,497
req_01kdx52dznfjpaedsnx2tcfpvs,1767283701749,200,0.096255,4.139347,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,132,132,0,0,1426
req_01kdx52dgtf0jr2ydaw893w76h,1767283701274,200,0.106475,0.441626,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,310,310,0,0,166
req_01kdx52ccxe97rre5j8vhqsfes,1767283700125,200,0.223513,1.11501,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,526,526,0,0,463
req_01kdx52a5yf03tgdzq8n9shxcd,1767283697854,200,0.098614,2.235832,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,129,129,0,0,1075
req_01kdx529e2fj0tx4hz75ywtqy2,1767283697090,200,0.10482,0.731306,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,301,301,0,0,262
req_01kdx528bsezztrhdfthkd02xg,1767283695993,200,0.228961,1.063461,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,532,532,0,0,419
req_01kdx527ene8tttys3rhgtykes,1767283695061,200,0.204148,0.896938,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,135,135,0,0,357
req_01kdx526t6fhwbb16gy9q9wsvw,1767283694406,200,0.103221,0.619236,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,303,303,0,0,226
req_01kdx525pbe8s91pnyxf3bk342,1767283693259,200,0.116666,1.110574,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,522,522,0,0,507
req_01kdx524y0ezv9cytb11n6epqb,1767283692480,200,0.098505,0.744216,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,137,137,0,0,333
req_01kdx523y7fhmaw45fk0nxcf0d,1767283691463,200,0.210753,0.982421,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,300,300,0,0,393
req_01kdx5230we8jvtbz0d2082avp,1767283690524,200,0.119883,0.905025,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,527,527,0,0,435
req_01kdx5223ce8fbwtxbec999cxb,1767283689580,200,0.099179,0.906403,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,130,130,0,0,369
req_01kdx521b0fh99abj62tkkk8q8,1767283688800,200,0.105882,0.746815,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,339,339,0,0,238
req_01kdx520ake8arb56sb4f54ad1,1767283687763,200,0.222937,0.98892,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,530,530,0,0,415
req_01kdx51z9yfh4vhj78nkcrgwfv,1767283686718,200,0.099861,1.006773,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,133,133,0,0,409
req_01kdx51yjpe899qnbpgmwe085p,1767283685974,200,0.107048,0.705692,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,308,308,0,0,267
req_01kdx51xf9ez6sksd4tc1tjf05,1767283684841,200,0.120657,1.101913,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,531,531,0,0,460
req_01kdx51wnhez4928ac67g1n9n7,1767283684017,200,0.100398,0.782506,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,134,134,0,0,313
req_01kdx51vnqfgvr78h4qcs6w120,1767283682999,200,0.283394,0.983435,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,304,304,0,0,266
req_01kdx51tpde80aerd88q1kwbab,1767283681997,200,0.115874,0.967077,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,532,532,0,0,444
req_01kdx51sqaez19ex6k3bmdejpa,1767283681002,200,0.09781,0.956276,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,135,135,0,0,404
req_01kdx51s2afgs9d96xkqvbdcd4,1767283680330,200,0.105521,0.632793,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,303,303,0,0,229
req_01kdx51qjqe7yt6mtecn82ar6t,1767283678807,200,0.115041,1.48433,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,526,526,0,0,670
req_01kdx51pmkeyw9dj8nj0etg0hf,1767283677843,200,0.107672,0.925836,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,129,129,0,0,397
req_01kdx51p6xe7q94xna2pet5177,1767283677405,200,0.106066,0.404633,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,302,302,0,0,144
req_01kdx51n0ke7ma8543zajgkvq6,1767283676179,200,0.131634,1.174919,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,535,535,0,0,553
req_01kdx51knee7fagw8ktcn5j0hb,1767283674798,200,0.111239,1.343234,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,138,138,0,0,517
req_01kdx51jsgeyea8c8hq167g8dm,1767283673904,200,0.108301,0.853676,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,317,317,0,0,281
req_01kdx51hwseydsf5rr0fnank4j,1767283672985,200,0.115819,0.887047,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,530,530,0,0,432
req_01kdx51gsne74b5z28pchwz7nm,1767283671861,200,0.100704,1.090279,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,133,133,0,0,417
req_01kdx51g92ffqsfr95gya66xt2,1767283671330,200,0.106581,0.494073,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,331,331,0,0,181
req_01kdx51ekeffkb0qc5sessdc6x,1767283669614,200,0.352631,1.676374,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,3076,3076,0,0,644
req_01kdx51dt6ey58ryttcm15wtp7,1767283668806,200,0.098437,0.770591,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,125,125,0,0,338
req_01kdx51cyyey3r85xvz5axjffq,1767283667934,200,0.21491,0.835568,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,342,342,0,0,234
req_01kdx51c1ee6rae6ye7ptk2njd,1767283666990,200,0.116544,0.902981,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,536,536,0,0,425
req_01kdx51b21ey0r7vbywfnk80n6,1767283665985,200,0.098248,0.971783,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,139,139,0,0,396
req_01kdx51agsexyt84ewmkts27gr,1767283665433,200,0.105925,0.517277,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,306,306,0,0,207
req_01kdx519gxexxavt5taj84czte,1767283664413,200,0.11584,0.981788,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,526,526,0,0,447
req_01kdx518wkff4983mktf8ksmss,1767283663763,200,0.100029,0.610639,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,129,129,0,0,236
req_01kdx518axextbwz8hnq5b6m5t,1767283663197,200,0.108684,0.533228,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,333,333,0,0,200
req_01kdx517c8ff39pfee7nnjfdtt,1767283662216,200,0.116132,0.931841,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,529,529,0,0,461
req_01kdx516jgexqs2k48crf3pa5z,1767283661392,200,0.202478,0.78937,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,132,132,0,0,284
req_01kdx515vjexnrjfz47rtcvm8z,1767283660658,200,0.108313,0.70043,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,298,298,0,0,249
req_01kdx514wxexctcb6zztxwxbny,1767283659677,200,0.120368,0.945331,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,526,526,0,0,431
req_01kdx513zvex8tgmfx5fjakan2,1767283658747,200,0.200369,0.893973,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,129,129,0,0,322
req_01kdx5134dex2vjfyveav2b6cy,1767283657869,200,0.341649,0.843549,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,303,303,0,0,245
req_01kdx51216fdtsct3kdg99xage,1767283656742,200,0.230991,1.088533,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,525,525,0,0,444
req_01kdx510xae5ds5es2h8s3qdb1,1767283655594,200,0.274571,1.112121,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,128,128,0,0,420
req_01kdx50zxzfdksretb9tn934aq,1767283654591,200,0.285944,0.970162,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,357,357,0,0,238
req_01kdx50ytnfdhrxmbzej4c76tw,1767283653461,200,0.182697,1.096516,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,1976,1976,0,0,469
req_01kdx50y4aewhvxabbnztnk3dg,1767283652746,200,0.098609,0.680383,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,137,137,0,0,269
req_01kdx50x12ewhrg6shnm41vgg3,1767283651618,200,0.281461,1.087056,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,306,306,0,0,298
req_01kdx50w1newfbchr5wkx4h8vh,1767283650613,200,0.289796,0.971406,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,528,528,0,0,411
req_01kdx50v6ve55b0h3wpz9qyv7b,1767283649755,200,0.098604,0.824894,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,131,131,0,0,361
req_01kdx50tpfe54vtbwcvzhnp7n8,1767283649231,200,0.108788,0.489989,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,309,309,0,0,177
req_01kdx50sj9e51bqjqrwa5v9pfq,1767283648073,200,0.223502,1.119795,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,524,524,0,0,486
req_01kdx50rwdfd2bj59w0s1r1ve3,1767283647373,200,0.098353,0.658122,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,127,127,0,0,286
req_01kdx50r8qe508a0n0dwd1m36n,1767283646743,200,0.107441,0.594231,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,298,298,0,0,217
req_01kdx50q8ce4y92jfrjfpwk2t0,1767283645708,200,0.11813,0.998049,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,521,521,0,0,447
req_01kdx50p5ne4xbkv3x2agy1a45,1767283644597,200,0.098258,1.076943,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,124,124,0,0,417
req_01kdx50nfvfcz9338wt5pz4t9n,1767283643899,200,0.212932,0.655914,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,313,313,0,0,218
req_01kdx50meefcyb0gpd1xbv16ss,1767283642830,200,0.113124,0.979312,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,531,531,0,0,476
req_01kdx50kwxew2bhdywkxkxez5t,1767283642269,200,0.09939,0.514342,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,134,134,0,0,211
req_01kdx50js2ew293bvpk2e43pmm,1767283641122,200,0.110281,1.036141,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,344,344,0,0,283
req_01kdx50h5gew0s6qvqf7hhecc9,1767283639472,200,0.198212,1.597614,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,2165,2165,0,0,665
req_01kdx50ga5fcsrhjt712ayrjqp,1767283638597,200,0.099402,0.839288,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,130,130,0,0,339
req_01kdx50fh9evy9qw63jm2jpd1z,1767283637801,200,0.282394,0.761269,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,309,309,0,0,248
req_01kdx50embfcntsmvn7mrdn5r4,1767283636875,200,0.113129,0.893042,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,524,524,0,0,424
req_01kdx50dqgfcmv5ka89t0fkksz,1767283635952,200,0.199714,0.886997,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,127,127,0,0,336
req_01kdx50cqvevt9dvvdrbpt6221,1767283634939,200,0.108032,0.959087,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,334,334,0,0,272
req_01kdx50bkme4gtsb1wa53t44v6,1767283633780,200,0.248358,1.125302,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,526,526,0,0,470
req_01kdx508gxe4b9vcmnak50g8s5,1767283630621,200,0.099801,3.114845,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,129,129,0,0,543
req_01kdx507yvfcb8s3e6ajsq8bhe,1767283630043,200,0.211056,0.537099,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,304,304,0,0,152
req_01kdx506n7evfb8rw9dmzvderd,1767283628711,200,0.197783,1.2985769999999999,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,2207,2207,0,0,558
req_01kdx505tweve80xgjt2xry2bz,1767283627868,200,0.098786,0.805346,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,124,124,0,0,348
req_01kdx50588evdbze88tkcbf3v5,1767283627272,200,0.106441,0.558122,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,314,314,0,0,207
req_01kdx5049gevct3p06w6ba22pz,1767283626288,200,0.116127,0.952591,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,525,525,0,0,468
req_01kdx503ckevbrnrre0xrk122x,1767283625363,200,0.275831,0.891528,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,128,128,0,0,292
req_01kdx502gxe41s7k1h2efme8ef,1767283624477,200,0.28503,0.852003,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,299,299,0,0,252
req_01kdx5019rfbzsn0q8884s5pms,1767283623224,200,0.224048,1.2160090000000001,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,537,537,0,0,524
req_01kdx500gqevaasj42c38xdywh,1767283622423,200,0.099437,0.761962,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,140,140,0,0,356
req_01kdx4zzzvev9sex6ctcbkmny9,1767283621883,200,0.107037,0.505446,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,303,303,0,0,188
req_01kdx4zz37e3zstthhctpxd8x5,1767283620967,200,0.119405,0.881761,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,525,525,0,0,411
req_01kdx4zy71ev5bykrtahe702m9,1767283620065,200,0.100286,0.866148,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,128,128,0,0,324
req_01kdx4zxeafbpbnvnn1f5tmp8d,1767283619274,200,0.110006,0.747628,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,354,354,0,0,224
req_01kdx4zwdyfbnrg9w3mpgdsyrn,1767283618238,200,0.190103,0.999791,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,2178,2178,0,0,414
req_01kdx4zvrvev2t20y1eare7v0q,1767283617563,200,0.098784,0.637545,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,129,129,0,0,289
req_01kdx4zv6gev29m2xnswybecrd,1767283616976,200,0.209907,0.552356,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,305,305,0,0,170
req_01kdx4zt97ev09fbyzepnw1n7q,1767283616039,200,0.222185,0.901129,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,528,528,0,0,381
req_01kdx4zs88fbjbct5jv18z59zn,1767283614984,200,0.096217,1.018243,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,131,131,0,0,437
req_01kdx4zrp2etxt91gwbjmr98ad,1767283614402,200,0.105709,0.540988,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,302,302,0,0,197
req_01kdx4zqrwfbfrz82xpkbw9ez9,1767283613468,200,0.114512,0.901316,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,525,525,0,0,424
req_01kdx4zpwaetv981r87atdqxkp,1767283612554,200,0.097749,0.880713,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,128,128,0,0,380
req_01kdx4zp1pfbdr67aka4qpppht,1767283611702,200,0.103894,0.817346,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,317,317,0,0,274
req_01kdx4zmyye3mbxf5m893xysvb,1767283610590,200,0.229687,1.05434,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,524,524,0,0,416
req_01kdx4zm17etpsrnc4k0rg2q13,1767283609639,200,0.21295,0.910932,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,127,127,0,0,339
req_01kdx4zk9ke3k8hv5nmdwm1yr6,1767283608883,200,0.221502,0.720044,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,308,308,0,0,228
req_01kdx4zj3fetkrx09qjbxreks7,1767283607663,200,0.243762,1.182188,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,524,524,0,0,480
req_01kdx4zh1ffb5b22b1jtsahctc,1767283606575,200,0.232259,1.051064,qwen/qwen3-32b,key_01k5ntevx5ensbcw40ftmnhbek,project_01jtk94v6xegpsh5zdhd6yx062,127,127,0,0,361
