url,title,rating,year
https://eufactcheck.eu/factcheck/mostly-true-the-uk-will-put-3-500-troops-on-standby-and-add-around-3-000-customs-agents-to-the-borders/,“The UK will put 3.500 troops on standby and add around 3.000 customs agents to the borders”,MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/arab-news-about-european-parliament-elections/,Arab news about European Parliament elections,,2019
https://eufactcheck.eu/blogpost/fact-checking-people-a-bridge-too-far/,Fact-checking people: a bridge too far?,,2019
https://eufactcheck.eu/factcheck/mostly-false-the-dutch-have-become-considerably-richer-because-of-the-euro-belgians-have-become-poorer/,"“The Dutch have become considerably richer because of the euro, Belgians have become poorer”",MOSTLY FALSE,2019
https://eufactcheck.eu/blogpost/mostly-true-right-wing-parties-set-to-double-seats-in-europe/,“Right-wing parties set to double seats in Europe”,,2019
https://eufactcheck.eu/blogpost/blog-when-conflicting-laws-lead-to-conflicting-interpretations/,When conflicting laws lead to conflicting interpretations,,2019
https://eufactcheck.eu/factcheck/mostly-true-decline-in-insect-populations-is-a-big-environmental-risk-that-should-be-studied-more-also-in-finland/,"“Decline in insect populations is a big environmental risk that should be studied more, also in Finland.”",MOSTLY TRUE,2019
https://eufactcheck.eu/factcheck/mostly-true-an-active-croatian-judge-can-participate-in-the-upcoming-european-elections/,“An active Croatian judge can participate in the upcoming European Elections”,MOSTLY TRUE,2019
https://eufactcheck.eu/factcheck/mostly-false-while-countries-all-over-the-world-are-switching-to-green-energy-belgium-stays-behind-already-our-energy-bill-is-the-third-most-expensive-of-europe/,"“While countries all over the world are switching to green energy, Belgium stays behind. Already, our energy bill is the third most expensive of Europe”",MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/media-monitor-uri-geller-statements-interpreted-incorrectly/,Media monitor – Uri Geller statements interpreted incorrectly,,2019
https://eufactcheck.eu/blogpost/blog-did-the-media-play-a-role-in-forum-for-democracys-success/,Did the media play a role in Forum for Democracy’s success?,,2019
https://eufactcheck.eu/blogpost/blog-a-tiresome-search-for-numbers/,A tiresome search for numbers,,2019
https://eufactcheck.eu/factcheck/mostly-true-between-25-000-to-30-000-lobbyists-are-working-in-brussels/,„Between 25.000 to 30.000 lobbyists“ are working in Brussels,MOSTLY TRUE,2019
https://eufactcheck.eu/factcheck/optimism-is-mays-duty/,“Optimism is May’s duty”,MOSTLY TRUE,2019
https://eufactcheck.eu/factcheck/false-the-increased-homophobia-in-the-netherlands-is-caused-by-uncontrolled-immigration-and-open-borders/,“The increased homophobia in The Netherlands is caused by uncontrolled immigration and open borders”,FALSE,2019
https://eufactcheck.eu/blogpost/european-renaissance/,Media monitor – How Russian media disseminate info on EU,,2019
https://eufactcheck.eu/blogpost/no-deal-brexit-that-would-be-the-worst-case-scenario/,“No-deal Brexit? That would be the worst case scenario”,,2019
https://eufactcheck.eu/factcheck/uncheckable-4000-eu-officials-are-paid-more-than-merkel/,"“4,000 EU officials are paid more than Merkel”",UNCHECKABLE,2019
https://eufactcheck.eu/factcheck/uncheckable-the-addendum-to-the-eu-morocco-agreement-does-not-comply-with-the-decision-made-by-the-eu-court-of-justice/,“The addendum to the EU-Morocco Agreement does not comply with the decision made by the EU Court of Justice”,UNCHECKABLE,2019
https://eufactcheck.eu/factcheck/false-salvini-my-government-will-repatriate-100000-migrants-per-year/,"Salvini: “My government will repatriate 100,000 migrants per year”",FALSE,2019
https://eufactcheck.eu/factcheck/mostly-false-sign-eu-petition-to-stop-punishment-of-aid-to-migrants/,“Sign EU-petition to stop punishment of aid to migrants”,MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/uncheckable-finland-has-the-loosest-family-reunification-policy-of-all-the-nordic-countries/,“Finland has the loosest family reunification policy of all the Nordic countries”,UNCHECKABLE,2019
https://eufactcheck.eu/blogpost/mostly-true-in-two-years-the-number-of-crimes-motivated-by-racism-increased-by-more-than-4-5-times-in-italy/,"“Attacks on migrants and minorities could rise up to the EU-elections”, Russian media claim",,2019
https://eufactcheck.eu/blogpost/salvini-puppet-of-russia/,Salvini – puppet of Russia?,,2019
https://eufactcheck.eu/blogpost/kitchen-made-news/,Kitchen made news,,2019
https://eufactcheck.eu/factcheck/mostly-false-travelling-circus-of-the-european-parliament-from-brussels-to-strasbourg-costs-200-million-euros-annually/,“Travelling circus of the European Parliament from Brussels to Strasbourg costs 200 million euros annually”,MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/mostly-true-hungary-spends-18-million-euros-on-campaign-against-sargentini/,“Hungary spends 18 million euros on campaign against Sargentini”,MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/blog-eu-elections-in-the-risk-of-cyber-attacks/,EU elections in the risk of cyber-attacks,,2019
https://eufactcheck.eu/blogpost/citizens-voice-in-european-union-decision-making-can-it-be-heard/,Citizens’ voice in European Union decision-making – Can it be heard?,,2019
https://eufactcheck.eu/factcheck/microsoft-fear-of-cyber-attacks-ahead-of-eu-elections/,“Microsoft: Fear of cyber attacks ahead of EU elections”,TRUE,2019
https://eufactcheck.eu/factcheck/mostly-false-turnout-at-national-elections-in-europe-is-between-70-and-80-percent/,“Turnout at national elections in Europe is between 70 and 80 percent”,MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/mostly-true-62-of-greenhouse-gas-emissions-released-during-extraction-processing-and-manufacturing/,"“62% of greenhouse gas emissions released during extraction, processing and manufacturing”",MOSTLY TRUE,2019
https://eufactcheck.eu/factcheck/mostly-false-the-quote-given-by-the-russian-news-agency-regnum-is-not-correct/,the quote given by the Russian news agency Regnum is not correct,MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/mostly-true-foods-within-the-european-union-are-traceable-all-along-the-supply-chain/,“Foods within the European Union are traceable all along the supply chain”,MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/fact-checking-allegations-about-lack-of-objectivity-in-catalan-public-media/,Fact-checking allegations about lack of objectivity in Catalan public media,,2019
https://eufactcheck.eu/factcheck/mostly-false-catalan-public-media-lacks-objectivity-and-pluralism/,“Catalan public media lacks objectivity and pluralism”,MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/mostly-false-the-netherlands-is-the-least-anti-muslim-country-in-europe/,“The Netherlands is the least anti-muslim country in Europe”,MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/mostly-false-80-of-the-total-load-of-endocrine-disruptors-come-from-food/,“80% of the total load of BPA and endocrine disruptors come from food”,MOSTLY FALSE,2019
https://eufactcheck.eu/blogpost/video-draw-my-factchecking/,Draw my factchecking,,2019
https://eufactcheck.eu/factcheck/mostly-true-the-number-of-suicides-in-greece-increased-with-forty-per-cent/,“The number of suicides in Greece increased with forty per cent”,MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/make-us-better/,Make us better!,,2019
https://eufactcheck.eu/factcheck/mostly-true-more-dutch-weed-farms-in-foreign-countries/,“More Dutch weed farms in foreign countries”,MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/berlusconi-and-the-european-union-a-story-of-ambivalence/,Berlusconi and the European union: a story of ambivalence,,2019
https://eufactcheck.eu/factcheck/mostly-true-di-maio-conte-cabinet-has-the-highest-consensus-in-europe/,Di Maio: “Conte cabinet has the highest consensus in Europe”,MOSTLY TRUE,2019
https://eufactcheck.eu/factcheck/mostly-true-kosovos-import-tariffs-are-a-clear-violation-of-cefta/,“Kosovo’s import tariffs are a clear violation of CEFTA”,MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/a-fake-bud-in-populist-ground/,A «fake» bud in populist ground,,2019
https://eufactcheck.eu/blogpost/mostly-true/,“New Democracy will  be the first party with an absolute majority of 40% in the European Elections in Greece  according to European Parliament poll’,,2019
https://eufactcheck.eu/blogpost/issues-occurred-during-the-1st-report-of-aristotle-university-of-thessaloniki/,Issues occurred during the 1st report of Aristotle University of Thessaloniki,,2019
https://eufactcheck.eu/blogpost/skipping-class-for-climate/,Skipping class for climate,,2019
https://eufactcheck.eu/factcheck/mostly-true-air-pollution-costs-europe-62-billion-euros-a-year/,“Air pollution costs Europe 62 billion euros a year”,MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/blog-1-2-3-factcheck/,"1, 2, 3 Factcheck!",,2019
https://eufactcheck.eu/factcheck/uncheckable-conventional-menstrual-pads-are-made-up-of-90-plastic-materials/,“Conventional menstrual pads are made up of 90% plastic materials”,UNCHECKABLE,2019
https://eufactcheck.eu/blogpost/blog-pauline-decrypts-plastic/,Pauline Decrypts Plastic,,2019
https://eufactcheck.eu/blogpost/blog-recipe-of-a-fact-check/,Recipe of a fact check,,2019
https://eufactcheck.eu/blogpost/podcast-trying-to-decipher-the-facebook-algorithm/,Trying to “decipher” the Facebook algorithm,,2019
https://eufactcheck.eu/factcheck/mostly-true-the-way-facebook-works-is-simple-the-more-money-you-spend-the-wider-your-audience/,"“The way Facebook works is simple: the more money you spend, the wider your audience”",MOSTLY TRUE,2019
https://eufactcheck.eu/blogpost/blog-the-cost-of-immigration-a-fact-checking-challenge/,"The cost of immigration, a factchecking challenge",,2019
https://eufactcheck.eu/factcheck/mostly-false-does-immigration-cost-france-too-much/,"“France doesn’t have the means to accomodate more  migrants”, according to “Yellow Jacket” Damien Rieu",MOSTLY FALSE,2019
https://eufactcheck.eu/blogpost/y-vote-wants-to-double-young-eu-voters/,Y Vote campaign aims to double number of young EU-voters,,2019
https://eufactcheck.eu/factcheck/mostly-true-5000-people-have-received-asylum-in-sweden/,“5000 people have received asylum in Sweden”,MOSTLY TRUE,2019
https://eufactcheck.eu/factcheck/mostly-false-salvini-repatriates-of-migrants-into-italy/,Salvini: “Repatriates (of migrants into Italy): + 28% since I’m in the government”,MOSTLY FALSE,2019
https://eufactcheck.eu/factcheck/false-elephants-poached/,“Almost 50.000 elephants are being poached a year”,FALSE,2019
https://eufactcheck.eu/blogpost/false-information-on-how-some-of-the-food-products-are-dangerous-during-covid-19-pandemic/,False information on how some of the food products are dangerous during covid-19 pandemic,,2020
https://eufactcheck.eu/factcheck/false-the-concept-of-global-warming-was-created-by-and-for-the-chinese-in-order-to-make-us-manufacturing-non-competitive/,The concept of global warming was created by and for the Chinese in order to make US manufacturing non-competitive,FALSE,2020
https://eufactcheck.eu/blogpost/media-analysis/media-analysis-what-international-media-write-about-specific-statements-made-in-the-documentary-francesco/,What international  media write about specific statements  made in the documentary “Francesco”,,2020
https://eufactcheck.eu/factcheck/mostly-false-pope-francis-endorses-same-sex-civil-unions-in-documentary-francesco/,Pope Francis endorses same-sex civil unions in documentary “Francesco”,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/mostly-false-russia-has-imposed-retaliatory-sanctions-against-german-and-french-leadership-representatives-because-of-navalny-case/,Russia has imposed retaliatory sanctions against German and French leadership representatives because of “Navalny case”,MOSTLY FALSE,2020
https://eufactcheck.eu/blogpost/trump-saves-lives/,How we tried to check yet another pompous claim made by Donald Trump,,2020
https://eufactcheck.eu/factcheck/mostly-true-russian-academic-excellence/,“Russian universities fail to offer world class education”,MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/true-scientists-leftovers-of-contraceptive-pills-go-to-water-and-poison-the-environment/,“Scientists: leftovers of contraceptive pills go to water and poison the environment”,TRUE,2020
https://eufactcheck.eu/factcheck/mostly-true-covid-19-may-cause-more-severe-symptoms-to-people-with-blood-type-a/,COVID-19 may cause more severe symptoms to people with blood type A,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/blog-tv-anchors-and-the-importance-of-accuracy-in-the-case-of-the-pfizer-vaccine/,TV anchors and the importance of accuracy in the case of the Pfizer vaccine,,2020
https://eufactcheck.eu/factcheck/false-there-are-about-400-employees-working-at-slovenian-ministry-of-culture/,“There are about 400 employees working at Slovenian Ministry of Culture.”,FALSE,2020
https://eufactcheck.eu/blogpost/vlog-the-pros-and-cons-of-a-female-quota/,The pros and cons of a female quota,,2020
https://eufactcheck.eu/factcheck/true-international-studies-show-that-men-get-higher-profits-from-a-scientific-paper-than-women/,international studies show that men get higher profits from a scientific paper than women,TRUE,2020
https://eufactcheck.eu/factcheck/false-pfizer-waited-on-purpose-to-announce-the-news-about-the-vaccine-after-u-s-elections/,Pfizer waited on purpose to announce the news about the vaccine after U.S. elections,FALSE,2020
https://eufactcheck.eu/factcheck/mostly-true-solar-energy-is-now-cheapest-source-of-energy-in-history/,“Solar energy is now cheapest source of energy in history”,MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/true-at-least-30-times-more-plastic-on-the-bottom-of-the-ocean-than-on-the-surface/,“At least 30 times more plastic on the bottom of the ocean than on the surface“,TRUE,2020
https://eufactcheck.eu/blogpost/vlog-economic-impact-of-brexit-on-the-united-kingdom-and-european-union/,Economic impact of Brexit on the United Kingdom and European Union,,2020
https://eufactcheck.eu/factcheck/mostly-true-after-brexit-referendum-brits-move-to-an-eu-country/,After Brexit Referendum Brits move to an EU country,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/media-analysis/blog-the-crucial-role-of-accuracy-in-media-reporting-about-the-pandemic/,The crucial role of accuracy in media reporting about the pandemic,,2020
https://eufactcheck.eu/blogpost/my-mother-fake-news-and-a-movie-premiere/,"My mother, fake news and a movie premiere",,2020
https://eufactcheck.eu/blogpost/blog-europe-faces-big-challenges-as-drug-market-circumvents-coronavirus/,Europe faces big challenges as drug market circumvents coronavirus,,2020
https://eufactcheck.eu/factcheck/mostly-true-increase-in-amount-of-seized-heroin-in-eu-is-mainly-due-to-seizures-in-port-of-antwerp/,“Increase in amount of seized heroin in EU is mainly due to seizures in port of Antwerp”,MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/mostly-true-the-eu-has-six-different-vaccines-each-of-which-will-ensure-200-million-doses/,"“The EU has six different vaccines, each of which will ensure 200 million doses”",MOSTLY TRUE,2020
